x,g_hat,sigma2_hat,a_hat_raw,a_hat,b_hat
13.787121102694258,947.9446757165396,597.6391747533685,6.3981307262836875,0.0015625099999999998,-27.090627046751678
13.902443812558353,958.3201851619023,609.0806858012259,6.339356420908416,0.00156251,52.657980174310126
14.017766522422448,966.85965704193,619.8680833500143,6.298798793066928,0.00156251,133.7096071071194
14.133089232286544,972.9145671587282,629.5052140896789,6.268616013719344,0.00156251,211.91718519750293
14.248411942150643,975.8363913144021,637.4959247101657,6.219779524281788,0.00156251,283.13364589129003
14.363734652014738,974.9766053110574,643.3440619014193,6.160184753914917,0.0015625100000000002,343.2119206343028
14.479057361878834,969.6866849507984,646.5534723533852,6.0866816651128115,0.0015625100000000005,388.0049408723707
14.594380071742929,959.344583573316,646.6280027560094,5.980849510902831,0.0015625100000000002,413.3656380513206
14.709702781607024,944.202993908131,643.071499799237,5.867458569383427,0.00156251,415.1469436169797
14.82502549147112,925.5688069404459,635.4290321385407,5.766697067092541,0.00156251,389.2017890151747
14.940348201335215,904.8116752260348,624.0603658301136,5.690731305475205,0.0015625100000000002,331.38310569173274
15.05567091119931,883.3012513206711,610.0720930087222,5.636678400335953,0.0015625099999999998,237.54382509248057
15.170993621063406,862.4071877801289,594.5984213055702,5.592455937039594,0.0015625099999999998,103.74070406939802
15.286316330927502,843.4991371601814,578.7735583518618,5.56276709168998,0.00156251,-66.5699846147071
15.401639040791597,827.9467520166022,563.7317117788004,5.55626759763984,0.00156251,-260.6124526148284
15.516961750655692,817.1196849051654,550.6070892175895,5.579735954867375,0.00156251,-465.01666841933377
15.632284460519788,812.3875883816447,540.5338982994331,5.6471449255447395,0.00156251,-666.4126005165916
15.747607170383883,815.1201150018135,534.646346655535,5.757337634748514,0.0015625099999999998,-851.4302173949701
15.862929880247979,826.6869173214457,534.0786419170986,5.89571024690883,0.0015625099999999998,-1006.6994875428361
15.978252590112074,848.4576478963149,539.9649917153281,6.068595137991844,0.0015625099999999998,-1118.8503794485587
16.09357529997617,881.801959282195,553.4396036814269,6.276546518574592,0.00156251,-1174.5128616005052
16.208898009840265,928.0796884038757,575.6366854465989,6.504810401070379,0.0015625100000000002,-1160.3169024870438
16.32422071970436,986.9038534129218,607.6706499117637,6.741181517850982,0.00156251,-1062.8924705965417
16.439543429568456,1054.1426274696405,648.6136505393177,6.958911647292621,0.0015625100000000002,-868.8695344173682
16.554866139432555,1125.1803094810296,693.7483871129085,7.173190199051874,0.0015625099999999996,-569.3519955145214
16.67018884929665,1195.4011983540795,737.9458908848031,7.3969976295794595,0.00156251,-200.69313530285126
16.785511559160746,1260.1895929957882,776.0771931072734,7.625641998203215,0.00156251,174.47976430411086
16.90083426902484,1314.929792313151,803.0133250325896,7.819801297992091,0.00156251,493.21578618762896
17.016156978888937,1355.0060952131635,813.6253179130221,7.998087345697526,0.00156251,692.5640132289661
17.131479688753032,1375.80280060282,802.7842030008405,8.22240244854231,0.00156251,709.5735283093859
17.246802398617127,1372.7042073891178,765.3610115483159,8.468421055898482,0.00156251,481.2934143101511
17.362125108481223,1341.094614479051,696.226774807718,8.732688653892216,0.0015625099999999998,-55.227245887474055
17.47744781834532,1276.358320779615,590.2525240313174,9.0164040558197,0.0015625099999999998,-962.9393694022267
